OBJECTID,REPORTNO,STATUS,ADDRTYPE,LOCATION,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,INCDATE,INCDTTM,WEATHER,ROADCOND,LIGHTCOND,SPEEDING,HITPARKEDCAR,LOCATION_PROCESSED
92,REPORT92,STATUS3,ADDRTYPE1,"252 Jones Groves Apt. 255
Port Jenniferfurt, AR 53900",Other,2.0,1.0,0.0,2.0,0,0,1,2023-08-01,2023-12-18 03:25:08,Unknown,Unknown,Other,Y,Y,"252 Jones Groves Apt . 255 Port Jenniferfurt , AR 53900"
93,REPORT93,STATUS1,ADDRTYPE1,"8866 Rhonda Brooks
Holmesburgh, PA 46354",Pedestrian,3.0,2.0,1.0,3.0,3,0,0,2023-07-19,2023-08-24 03:25:08,Snowing,Sand/Mud/Dirt,Unknown,N,N,"8866 Rhonda Brooks Holmesburgh , PA 46354"
94,REPORT94,STATUS3,ADDRTYPE3,"Unit 5846 Box 3561
DPO AE 36971",Parked Car,1.0,0.0,1.0,3.0,0,0,0,2023-09-03,2023-06-27 03:25:08,,,,N,N,Unit 5846 Box 3561 DPO AE 36971
95,REPORT95,STATUS3,ADDRTYPE3,"8998 Campbell Ridges Suite 390
Olsonberg, NM 42294",Angles,2.0,2.0,0.0,1.0,1,0,1,2024-02-03,2023-07-23 03:25:08,Sleet/Hail/Freezing Rain,Other,Dark - Street Lights On,N,N,"8998 Campbell Ridges Suite 390 Olsonberg , NM 42294"
96,REPORT96,STATUS1,ADDRTYPE3,"4099 Henderson Rest
Leetown, MA 15856",Left Turn,3.0,0.0,0.0,1.0,1,1,0,2023-11-29,2023-03-26 03:25:08,Snowing,Wet,Unknown,N,N,"4099 Henderson Rest Leetown , MA 15856"
97,REPORT97,STATUS1,ADDRTYPE1,"065 Cortez Road Suite 936
West Pamela, GU 71069",Angles,2.0,1.0,0.0,2.0,0,0,1,2023-03-15,2023-02-24 03:25:08,Unknown,Dry,Dark - No Street Lights,N,Y,"065 Cortez Road Suite 936 West Pamela , GU 71069"
98,REPORT98,STATUS2,ADDRTYPE3,"10416 Tammy Orchard
West Stevenbury, MO 38410",Rear Ended,5.0,0.0,1.0,2.0,1,1,0,2023-11-10,2023-08-01 03:25:08,Unknown,Unknown,Other,Y,N,"10416 Tammy Orchard West Stevenbury , MO 38410"
99,REPORT99,STATUS2,ADDRTYPE2,"1722 Johnson Loop Apt. 478
East Haydenmouth, IL 19560",Pedestrian,4.0,2.0,1.0,2.0,0,1,1,2023-06-19,2024-02-16 03:25:08,Overcast,Oil,Dark - Street Lights Off,N,N,"1722 Johnson Loop Apt . 478 East Haydenmouth , IL 19560"
100,REPORT100,STATUS2,ADDRTYPE3,"056 Ellis Club Suite 603
West Stacy, PR 53780",Cycles,4.0,0.0,1.0,2.0,2,0,0,2023-03-16,2023-08-12 03:25:08,Fog/Smog/Smoke,Sand/Mud/Dirt,Daylight,N,N,"056 Ellis Club Suite 603 West Stacy , PR 53780"
101,REPORT101,STATUS3,ADDRTYPE1,"7990 Clark Villages Suite 744
Medinahaven, OR 03112",Rear Ended,5.0,2.0,1.0,2.0,0,0,1,2023-10-06,2023-10-28 03:25:08,Blowing Sand/Dirt,Standing Water,Dark - Street Lights Off,Y,Y,"7990 Clark Villages Suite 744 Medinahaven , OR 03112"
102,REPORT102,STATUS3,ADDRTYPE1,"169 Pope Knolls
South Aaron, MO 77321",Pedestrian,2.0,0.0,0.0,2.0,3,1,0,2023-12-21,2023-06-05 03:25:08,Unknown,Sand/Mud/Dirt,Dawn,N,N,"169 Pope Knolls South Aaron , MO 77321"
103,REPORT103,STATUS3,ADDRTYPE2,"93668 Alan Harbors
West Shannonshire, MD 03072",Left Turn,5.0,0.0,0.0,1.0,1,1,1,2023-07-19,2023-09-27 03:25:08,Raining,Other,Daylight,Y,N,"93668 Alan Harbors West Shannonshire , MD 03072"
104,REPORT104,STATUS1,ADDRTYPE3,"60958 Campos Village
New Melissaside, WY 30379",Sideswipe,4.0,1.0,1.0,2.0,0,1,0,2023-06-14,2023-10-05 03:25:08,Severe Crosswind,Snow/Slush,Dark - Street Lights Off,Y,N,"60958 Campos Village New Melissaside , WY 30379"
105,REPORT105,STATUS3,ADDRTYPE3,"45239 May Mount Suite 273
Port Markfort, CT 32878",Rear Ended,4.0,2.0,0.0,2.0,0,1,0,2023-05-14,2023-03-19 03:25:08,Clear,Oil,Daylight,Y,N,"45239 May Mount Suite 273 Port Markfort , CT 32878"
106,REPORT106,STATUS2,ADDRTYPE2,"4500 Morgan Drives Suite 343
South Stacey, FM 15090",Left Turn,2.0,1.0,1.0,3.0,0,1,0,2023-06-11,2023-10-07 03:25:08,Raining,Wet,Daylight,Y,Y,"4500 Morgan Drives Suite 343 South Stacey , FM 15090"
107,REPORT107,STATUS1,ADDRTYPE2,"108 Patrick Squares
Jillview, CO 95521",Angles,4.0,2.0,1.0,1.0,3,0,0,2023-03-07,2023-09-15 03:25:08,Unknown,Ice,Dusk,N,Y,"108 Patrick Squares Jillview , CO 95521"
108,REPORT108,STATUS1,ADDRTYPE1,"9901 Barnes Inlet
Shannonport, NH 23232",Left Turn,5.0,2.0,0.0,3.0,1,0,1,2023-12-16,2023-07-22 03:25:08,Clear,Oil,Dark - No Street Lights,N,Y,"9901 Barnes Inlet Shannonport , NH 23232"
109,REPORT109,STATUS1,ADDRTYPE3,"1098 Long Plains
Heidihaven, MD 28804",Other,2.0,2.0,1.0,3.0,0,0,0,2023-09-06,2023-03-12 03:25:08,Overcast,Standing Water,Dark - Street Lights Off,Y,Y,"1098 Long Plains Heidihaven , MD 28804"
110,REPORT110,STATUS2,ADDRTYPE2,"86350 Mcintosh Stream Apt. 687
Karenshire, PW 32930",Angles,5.0,1.0,1.0,1.0,1,1,0,2023-07-30,2023-10-19 03:25:08,Clear,Standing Water,Unknown,N,Y,"86350 Mcintosh Stream Apt . 687 Karenshire , PW 32930"
111,REPORT111,STATUS2,ADDRTYPE3,"8081 Norman Parkway Apt. 266
New Hannahshire, MI 27084",Left Turn,2.0,1.0,1.0,2.0,3,0,1,2023-06-08,2024-02-17 03:25:08,Other,Standing Water,Dawn,N,N,"8081 Norman Parkway Apt . 266 New Hannahshire , MI 27084"
112,REPORT112,STATUS2,ADDRTYPE2,"6938 Christina Village
West Matthewport, IN 93484",Parked Car,4.0,1.0,0.0,3.0,2,1,0,2023-08-04,2023-07-22 03:25:08,,,,N,N,"6938 Christina Village West Matthewport , IN 93484"
113,REPORT113,STATUS1,ADDRTYPE1,"5925 Joshua Well Suite 422
West Carlshire, PW 11623",Rear Ended,3.0,1.0,1.0,2.0,3,1,1,2023-12-14,2024-02-03 03:25:08,Severe Crosswind,Other,Dark - No Street Lights,Y,Y,"5925 Joshua Well Suite 422 West Carlshire , PW 11623"
114,REPORT114,STATUS1,ADDRTYPE2,"8025 Shawn Stream
Caldwellshire, NC 51452",Left Turn,2.0,1.0,1.0,1.0,2,1,1,2023-12-25,2024-02-12 03:25:08,Blowing Sand/Dirt,Snow/Slush,Other,N,Y,"8025 Shawn Stream Caldwellshire , NC 51452"
115,REPORT115,STATUS3,ADDRTYPE2,"5801 Snyder Street
Davidton, AR 15758",Left Turn,2.0,1.0,0.0,3.0,0,0,1,2023-12-26,2024-02-06 03:25:08,Raining,Oil,Dusk,N,Y,"5801 Snyder Street Davidton , AR 15758"
116,REPORT116,STATUS3,ADDRTYPE2,"25766 Sean Walks Suite 123
South Jennifer, GU 81574",Parked Car,3.0,0.0,1.0,3.0,1,0,1,2024-02-09,2023-12-03 03:25:08,Other,Other,Dark - No Street Lights,N,Y,"25766 Sean Walks Suite 123 South Jennifer , GU 81574"
117,REPORT117,STATUS2,ADDRTYPE2,"4662 Marquez Wall Suite 557
Thomasbury, NM 45155",Cycles,4.0,1.0,1.0,1.0,2,1,0,2023-12-17,2023-08-12 03:25:08,Overcast,Oil,Unknown,N,Y,"4662 Marquez Wall Suite 557 Thomasbury , NM 45155"
118,REPORT118,STATUS1,ADDRTYPE2,"1541 Harris Path
West Michelle, ID 94119",Cycles,5.0,1.0,1.0,1.0,1,1,0,2023-12-02,2023-05-30 03:25:08,Blowing Sand/Dirt,Wet,Dusk,N,Y,"1541 Harris Path West Michelle , ID 94119"
119,REPORT119,STATUS3,ADDRTYPE3,"04387 Camacho Drives Apt. 562
Timothyshire, FM 05648",Parked Car,1.0,2.0,1.0,3.0,0,0,1,2023-08-27,2023-04-18 03:25:08,Sleet/Hail/Freezing Rain,Ice,Unknown,N,N,"04387 Camacho Drives Apt . 562 Timothyshire , FM 05648"
120,REPORT120,STATUS2,ADDRTYPE1,"30193 Mathis Stream
Millerport, MO 79101",Parked Car,3.0,2.0,1.0,3.0,1,1,0,2023-06-08,2023-09-10 03:25:08,Unknown,Unknown,Dusk,N,Y,"30193 Mathis Stream Millerport , MO 79101"
121,REPORT121,STATUS2,ADDRTYPE1,"55638 Bowen Pike
Stevenville, VT 70896",Angles,1.0,2.0,0.0,3.0,2,0,1,2024-02-13,2023-09-01 03:25:08,,,,Y,N,"55638 Bowen Pike Stevenville , VT 70896"
122,REPORT122,STATUS3,ADDRTYPE2,"760 Garrett Fields
North Jenniferside, DC 65923",Cycles,4.0,1.0,0.0,1.0,0,1,1,2023-03-06,2023-11-24 03:25:08,Severe Crosswind,Unknown,Unknown,N,N,"760 Garrett Fields North Jenniferside , DC 65923"
123,REPORT123,STATUS2,ADDRTYPE2,"132 David Spur Suite 291
Lake Robertmouth, TX 43142",Rear Ended,2.0,2.0,1.0,2.0,0,0,1,2023-10-21,2023-05-03 03:25:08,Sleet/Hail/Freezing Rain,Standing Water,Dark - Street Lights On,N,Y,"132 David Spur Suite 291 Lake Robertmouth , TX 43142"
124,REPORT124,STATUS1,ADDRTYPE3,"USNS Ellis
FPO AP 87603",Sideswipe,2.0,0.0,0.0,2.0,2,0,1,2024-01-24,2023-07-14 03:25:08,Blowing Sand/Dirt,Oil,Daylight,Y,N,USNS Ellis FPO AP 87603
125,REPORT125,STATUS2,ADDRTYPE2,"2792 Ruth Shore Apt. 697
Port Melissabury, MA 25788",Other,4.0,0.0,0.0,2.0,1,1,1,2023-03-09,2023-10-19 03:25:08,Other,Sand/Mud/Dirt,Daylight,N,Y,"2792 Ruth Shore Apt . 697 Port Melissabury , MA 25788"
126,REPORT126,STATUS1,ADDRTYPE2,"524 Heather Village Suite 744
Cannontown, AR 09792",Rear Ended,5.0,2.0,0.0,2.0,3,1,0,2023-08-28,2023-05-11 03:25:08,Other,Sand/Mud/Dirt,Unknown,N,N,"524 Heather Village Suite 744 Cannontown , AR 09792"
127,REPORT127,STATUS1,ADDRTYPE3,"08893 Gail Village Suite 036
East Joshuabury, NY 04135",Other,5.0,2.0,1.0,1.0,1,1,1,2023-07-15,2023-08-03 03:25:08,Severe Crosswind,Snow/Slush,Dark - No Street Lights,N,N,"08893 Gail Village Suite 036 East Joshuabury , NY 04135"
128,REPORT128,STATUS3,ADDRTYPE2,"20412 Lacey Union Suite 539
East Dana, MO 52677",Rear Ended,4.0,1.0,0.0,1.0,2,1,0,2023-04-20,2023-11-13 03:25:08,Blowing Sand/Dirt,Wet,Dark - Street Lights On,Y,Y,"20412 Lacey Union Suite 539 East Dana , MO 52677"
129,REPORT129,STATUS3,ADDRTYPE3,"502 Hanson Walk Suite 294
Lorichester, AL 10043",Left Turn,4.0,2.0,0.0,2.0,1,1,1,2024-02-15,2023-04-10 03:25:08,Overcast,Oil,Dark - No Street Lights,N,Y,"502 Hanson Walk Suite 294 Lorichester , AL 10043"
130,REPORT130,STATUS3,ADDRTYPE1,"136 Tammie Plaza
Susantown, CA 44206",Sideswipe,4.0,2.0,0.0,3.0,3,1,0,2023-07-12,2023-03-27 03:25:08,Raining,Standing Water,Dark - No Street Lights,Y,N,"136 Tammie Plaza Susantown , CA 44206"
131,REPORT131,STATUS2,ADDRTYPE2,"USNS Taylor
FPO AE 44587",Pedestrian,4.0,2.0,0.0,3.0,1,1,0,2023-06-19,2023-08-02 03:25:08,Sleet/Hail/Freezing Rain,Other,Dusk,N,N,USNS Taylor FPO AE 44587
132,REPORT132,STATUS3,ADDRTYPE1,"938 Davis Stravenue Suite 059
North Rachael, NH 43390",Cycles,4.0,2.0,1.0,1.0,0,1,0,2023-09-24,2024-01-24 03:25:08,Fog/Smog/Smoke,Unknown,Dusk,Y,Y,"938 Davis Stravenue Suite 059 North Rachael , NH 43390"
133,REPORT133,STATUS3,ADDRTYPE2,"900 Kayla Wall
Michellemouth, VT 95950",Sideswipe,4.0,1.0,0.0,2.0,1,1,1,2023-09-28,2023-04-30 03:25:08,Fog/Smog/Smoke,Dry,Dusk,Y,Y,"900 Kayla Wall Michellemouth , VT 95950"
134,REPORT134,STATUS2,ADDRTYPE2,"6847 Pena Key
West James, WA 64823",Rear Ended,2.0,1.0,0.0,1.0,0,0,0,2023-06-16,2023-07-15 03:25:08,Raining,Other,Dawn,Y,Y,"6847 Pena Key West James , WA 64823"
135,REPORT135,STATUS3,ADDRTYPE2,"2209 Christopher Throughway
Port Nicoleborough, TN 43190",Other,1.0,2.0,1.0,2.0,3,1,1,2024-01-08,2023-12-16 03:25:08,Severe Crosswind,Sand/Mud/Dirt,Unknown,Y,Y,"2209 Christopher Throughway Port Nicoleborough , TN 43190"
136,REPORT136,STATUS2,ADDRTYPE1,"281 Morgan Street
Gabrielborough, MS 61379",Sideswipe,5.0,0.0,1.0,2.0,1,1,1,2023-07-15,2023-03-31 03:25:08,Raining,Other,Dark - Street Lights Off,Y,Y,"281 Morgan Street Gabrielborough , MS 61379"
137,REPORT137,STATUS2,ADDRTYPE2,"453 Pittman Point
North Monica, ND 66157",Left Turn,1.0,1.0,0.0,3.0,0,0,1,2023-10-16,2023-08-04 03:25:08,Overcast,Standing Water,Dawn,Y,Y,"453 Pittman Point North Monica , ND 66157"
138,REPORT138,STATUS1,ADDRTYPE3,"PSC 3521, Box 6005
APO AP 51265",Rear Ended,2.0,0.0,1.0,3.0,3,1,0,2023-04-09,2023-11-23 03:25:08,Blowing Sand/Dirt,Ice,Dusk,Y,N,"PSC 3521 , Box 6005 APO AP 51265"
139,REPORT139,STATUS1,ADDRTYPE1,"8734 Palmer Trail
South Michelle, AL 39783",Left Turn,3.0,1.0,1.0,3.0,0,0,1,2023-12-03,2023-07-28 03:25:08,Snowing,Oil,Dusk,N,N,"8734 Palmer Trail South Michelle , AL 39783"
140,REPORT140,STATUS3,ADDRTYPE3,"626 Richard Meadows
Port Lisa, DC 87564",Sideswipe,1.0,1.0,1.0,1.0,0,0,0,2023-06-03,2023-09-10 03:25:08,Raining,Ice,Dark - No Street Lights,Y,N,"626 Richard Meadows Port Lisa , DC 87564"
141,REPORT141,STATUS2,ADDRTYPE3,"8131 Evans Glen Apt. 338
New John, IA 68684",Angles,3.0,2.0,0.0,3.0,0,0,1,2023-11-16,2023-05-31 03:25:08,Raining,Standing Water,Daylight,Y,Y,"8131 Evans Glen Apt . 338 New John , IA 68684"
142,REPORT142,STATUS1,ADDRTYPE2,"08437 Tucker Walk
Melissaside, ND 85175",Left Turn,2.0,1.0,0.0,3.0,1,0,1,2023-10-15,2023-11-30 03:25:08,Sleet/Hail/Freezing Rain,Other,Unknown,Y,Y,"08437 Tucker Walk Melissaside , ND 85175"
143,REPORT143,STATUS1,ADDRTYPE2,"725 Jaime Squares
North Kevinview, DC 16808",Pedestrian,5.0,1.0,1.0,1.0,0,0,0,2023-09-29,2023-07-11 03:25:08,Unknown,Unknown,Other,Y,Y,"725 Jaime Squares North Kevinview , DC 16808"
144,REPORT144,STATUS1,ADDRTYPE1,"29710 Catherine Points
Lyonsshire, RI 77059",Pedestrian,3.0,1.0,0.0,1.0,2,0,1,2023-12-23,2023-10-24 03:25:08,Clear,Dry,Dark - Street Lights On,Y,Y,"29710 Catherine Points Lyonsshire , RI 77059"
145,REPORT145,STATUS1,ADDRTYPE1,"9782 Hector Springs
North Robert, UT 51288",Cycles,2.0,2.0,0.0,1.0,3,0,1,2023-10-08,2023-12-31 03:25:08,Severe Crosswind,Ice,Dark - Street Lights Off,Y,Y,"9782 Hector Springs North Robert , UT 51288"
146,REPORT146,STATUS3,ADDRTYPE3,"559 Jimmy Shore
Beckhaven, IA 56878",Pedestrian,4.0,2.0,0.0,3.0,3,1,0,2023-02-26,2023-02-21 03:25:08,Blowing Sand/Dirt,Sand/Mud/Dirt,Daylight,Y,Y,"559 Jimmy Shore Beckhaven , IA 56878"
147,REPORT147,STATUS1,ADDRTYPE2,"65771 Jones Causeway Suite 947
Mooreview, OR 48491",Left Turn,5.0,2.0,0.0,2.0,1,1,1,2023-10-16,2023-12-17 03:25:08,Other,Other,Other,N,Y,"65771 Jones Causeway Suite 947 Mooreview , OR 48491"
148,REPORT148,STATUS3,ADDRTYPE3,"15061 Larson Mills Suite 218
East Jeanside, GU 11730",Parked Car,4.0,1.0,0.0,3.0,1,0,0,2023-03-15,2023-06-06 03:25:08,Clear,Oil,Dusk,Y,N,"15061 Larson Mills Suite 218 East Jeanside , GU 11730"
149,REPORT149,STATUS2,ADDRTYPE2,"6270 Schneider Summit
East Savannah, NV 73116",Cycles,5.0,0.0,0.0,2.0,1,1,0,2023-07-15,2023-12-21 03:25:08,Unknown,Ice,Dark - Street Lights Off,Y,Y,"6270 Schneider Summit East Savannah , NV 73116"
150,REPORT150,STATUS3,ADDRTYPE3,"USNS Rogers
FPO AP 10002",Cycles,5.0,0.0,0.0,1.0,2,1,1,2023-11-10,2023-04-02 03:25:08,Snowing,Dry,Daylight,N,Y,USNS Rogers FPO AP 10002
151,REPORT151,STATUS1,ADDRTYPE2,"PSC 2168, Box 5898
APO AA 47326",Left Turn,1.0,2.0,0.0,3.0,3,0,0,2023-06-22,2023-04-30 03:25:08,Snowing,Snow/Slush,Other,N,N,"PSC 2168 , Box 5898 APO AA 47326"
152,REPORT152,STATUS2,ADDRTYPE1,"337 Parker Prairie
Ryanchester, WV 32691",Sideswipe,5.0,0.0,0.0,3.0,3,1,1,2023-02-23,2023-08-03 03:25:08,Fog/Smog/Smoke,Other,Other,Y,N,"337 Parker Prairie Ryanchester , WV 32691"
153,REPORT153,STATUS2,ADDRTYPE1,"190 Ethan Circle
North Jenniferside, SC 66778",Angles,1.0,0.0,0.0,2.0,1,0,1,2023-12-29,2023-04-04 03:25:08,Other,Wet,Dark - Street Lights Off,Y,Y,"190 Ethan Circle North Jenniferside , SC 66778"
154,REPORT154,STATUS3,ADDRTYPE2,"Unit 4211 Box 5763
DPO AA 20227",Pedestrian,3.0,2.0,1.0,3.0,1,1,1,2023-02-26,2023-10-09 03:25:08,Raining,Other,Dusk,Y,Y,Unit 4211 Box 5763 DPO AA 20227
155,REPORT155,STATUS2,ADDRTYPE3,"PSC 1092, Box 8006
APO AE 66126",Angles,5.0,1.0,0.0,3.0,0,1,0,2023-06-07,2023-05-12 03:25:08,Overcast,Snow/Slush,Dusk,Y,Y,"PSC 1092 , Box 8006 APO AE 66126"
156,REPORT156,STATUS3,ADDRTYPE1,"26439 Everett Dam Suite 451
Jensenbury, NM 10393",Pedestrian,3.0,2.0,1.0,3.0,1,1,1,2023-04-13,2023-11-30 03:25:08,Snowing,Oil,Dark - Street Lights Off,Y,Y,"26439 Everett Dam Suite 451 Jensenbury , NM 10393"
157,REPORT157,STATUS2,ADDRTYPE2,"6818 Sherry Squares
Fisherville, DE 61127",Parked Car,5.0,1.0,0.0,1.0,3,1,1,2023-11-19,2023-09-07 03:25:08,Raining,Dry,Dark - Street Lights On,Y,Y,"6818 Sherry Squares Fisherville , DE 61127"
158,REPORT158,STATUS3,ADDRTYPE2,"8548 Vernon Shoals Apt. 858
Leetown, IA 11734",Sideswipe,1.0,2.0,1.0,2.0,0,1,1,2023-11-15,2023-11-07 03:25:08,,,,Y,N,"8548 Vernon Shoals Apt . 858 Leetown , IA 11734"
159,REPORT159,STATUS1,ADDRTYPE3,"773 Eric Flats Apt. 637
North Katherine, MP 91451",Left Turn,4.0,0.0,0.0,3.0,2,0,1,2023-04-23,2024-01-03 03:25:08,Severe Crosswind,Dry,Unknown,Y,Y,"773 Eric Flats Apt . 637 North Katherine , MP 91451"
160,REPORT160,STATUS3,ADDRTYPE2,"USS Poole
FPO AE 64631",Angles,5.0,2.0,0.0,2.0,2,0,1,2023-04-03,2024-01-03 03:25:08,Unknown,Snow/Slush,Dark - Street Lights On,Y,N,USS Poole FPO AE 64631
161,REPORT161,STATUS3,ADDRTYPE1,"039 James Walk
South Cheyenne, FM 50153",Angles,2.0,0.0,1.0,1.0,3,0,0,2023-04-01,2024-02-06 03:25:08,Blowing Sand/Dirt,Sand/Mud/Dirt,Unknown,Y,Y,"039 James Walk South Cheyenne , FM 50153"
162,REPORT162,STATUS1,ADDRTYPE1,"22117 Misty Springs
North Daniel, LA 82750",Left Turn,4.0,2.0,1.0,1.0,0,1,0,2023-12-05,2023-07-11 03:25:08,,,,N,Y,"22117 Misty Springs North Daniel , LA 82750"
163,REPORT163,STATUS3,ADDRTYPE3,"732 David Neck
Lake Carl, OR 01230",Sideswipe,1.0,1.0,1.0,2.0,1,0,0,2023-10-25,2024-02-14 03:25:08,,,,Y,N,"732 David Neck Lake Carl , OR 01230"
164,REPORT164,STATUS3,ADDRTYPE3,"66850 Delgado Way Suite 592
East Elizabethshire, SC 49512",Sideswipe,2.0,1.0,0.0,3.0,1,0,0,2023-12-20,2023-04-04 03:25:08,Snowing,Snow/Slush,Other,Y,Y,"66850 Delgado Way Suite 592 East Elizabethshire , SC 49512"
165,REPORT165,STATUS2,ADDRTYPE1,"8241 King Parks
West Teresatown, CO 00635",Cycles,3.0,1.0,0.0,3.0,0,1,1,2023-12-14,2023-04-22 03:25:08,Fog/Smog/Smoke,Snow/Slush,Dark - No Street Lights,Y,Y,"8241 King Parks West Teresatown , CO 00635"
166,REPORT166,STATUS3,ADDRTYPE3,"49971 Brenda Fort Suite 894
Lake Theresa, WI 36707",Pedestrian,1.0,1.0,1.0,1.0,0,0,1,2023-07-29,2023-12-03 03:25:08,Severe Crosswind,Dry,Dark - No Street Lights,Y,Y,"49971 Brenda Fort Suite 894 Lake Theresa , WI 36707"
167,REPORT167,STATUS2,ADDRTYPE1,"31163 Jasmine Walk
South Jenniferton, NC 21119",Parked Car,4.0,1.0,0.0,1.0,2,0,1,2024-01-31,2024-02-05 03:25:08,Clear,Dry,Dark - Street Lights Off,N,N,"31163 Jasmine Walk South Jenniferton , NC 21119"
168,REPORT168,STATUS1,ADDRTYPE2,"9060 Tracy Light
Lake Ashley, FL 11214",Cycles,3.0,1.0,0.0,1.0,1,1,0,2023-10-02,2023-04-09 03:25:08,Blowing Sand/Dirt,Sand/Mud/Dirt,Dusk,N,Y,"9060 Tracy Light Lake Ashley , FL 11214"
169,REPORT169,STATUS2,ADDRTYPE3,"49488 Nguyen Radial
North Tinafort, CT 62972",Left Turn,3.0,2.0,1.0,1.0,3,0,1,2023-11-13,2023-02-22 03:25:08,Raining,Sand/Mud/Dirt,Dusk,Y,Y,"49488 Nguyen Radial North Tinafort , CT 62972"
170,REPORT170,STATUS2,ADDRTYPE1,"8488 Hernandez Estate
Lake Juliamouth, KS 48175",Cycles,1.0,0.0,0.0,3.0,1,0,0,2023-12-07,2023-05-17 03:25:08,Severe Crosswind,Sand/Mud/Dirt,Dark - Street Lights On,N,Y,"8488 Hernandez Estate Lake Juliamouth , KS 48175"
171,REPORT171,STATUS1,ADDRTYPE3,"6466 Berry Camp
Lauratown, KY 00676",Rear Ended,4.0,2.0,1.0,1.0,2,0,1,2023-07-16,2024-01-10 03:25:08,,,,Y,N,"6466 Berry Camp Lauratown , KY 00676"
172,REPORT172,STATUS2,ADDRTYPE2,"52484 Jennifer Ville Suite 313
East Crystal, IL 55307",Left Turn,1.0,2.0,1.0,2.0,0,1,0,2024-02-10,2023-05-03 03:25:08,Snowing,Sand/Mud/Dirt,Other,N,N,"52484 Jennifer Ville Suite 313 East Crystal , IL 55307"
173,REPORT173,STATUS1,ADDRTYPE1,"PSC 5104, Box 4080
APO AA 49311",Pedestrian,2.0,2.0,0.0,2.0,1,0,1,2023-04-10,2023-08-08 03:25:08,Clear,Oil,Dawn,Y,N,"PSC 5104 , Box 4080 APO AA 49311"
174,REPORT174,STATUS3,ADDRTYPE1,"5485 Daniel Trail Apt. 648
West Kevinborough, MA 79913",Sideswipe,2.0,0.0,0.0,2.0,0,0,0,2023-11-09,2024-02-07 03:25:08,Clear,Wet,Dark - Street Lights On,N,Y,"5485 Daniel Trail Apt . 648 West Kevinborough , MA 79913"
175,REPORT175,STATUS3,ADDRTYPE1,"6260 Heather Court
Gallagherhaven, LA 43826",Rear Ended,5.0,1.0,1.0,3.0,1,1,1,2024-01-04,2023-12-15 03:25:08,Other,Dry,Other,N,N,"6260 Heather Court Gallagherhaven , LA 43826"
176,REPORT176,STATUS2,ADDRTYPE2,"300 Carroll Plaza Apt. 301
West Bryanberg, CO 26738",Angles,3.0,2.0,1.0,2.0,3,0,1,2024-01-24,2023-07-02 03:25:08,,,,Y,Y,"300 Carroll Plaza Apt . 301 West Bryanberg , CO 26738"
177,REPORT177,STATUS3,ADDRTYPE1,"27474 Johnny Viaduct Suite 977
North Christopherberg, KY 56283",Pedestrian,5.0,2.0,0.0,2.0,3,1,1,2023-08-09,2023-04-01 03:25:08,,,,N,Y,"27474 Johnny Viaduct Suite 977 North Christopherberg , KY 56283"
178,REPORT178,STATUS1,ADDRTYPE3,"56239 Carrie River
New Jeremy, IA 93557",Left Turn,4.0,0.0,0.0,3.0,1,0,0,2023-07-26,2023-04-02 03:25:08,Unknown,Unknown,Dark - Street Lights Off,Y,Y,"56239 Carrie River New Jeremy , IA 93557"
179,REPORT179,STATUS3,ADDRTYPE1,"77743 Emily Pass
North Anthony, FM 51431",Parked Car,2.0,2.0,0.0,1.0,1,1,0,2023-05-27,2023-08-20 03:25:08,Other,Unknown,Dark - Street Lights Off,Y,Y,"77743 Emily Pass North Anthony , FM 51431"
180,REPORT180,STATUS1,ADDRTYPE2,"249 Lindsey Club Suite 842
Jasonbury, WA 78203",Rear Ended,5.0,2.0,0.0,1.0,0,0,0,2023-09-16,2023-11-16 03:25:08,,,,Y,Y,"249 Lindsey Club Suite 842 Jasonbury , WA 78203"
181,REPORT181,STATUS3,ADDRTYPE3,"5149 Sylvia Underpass
Brianashire, PW 46023",Parked Car,2.0,2.0,1.0,1.0,0,1,0,2023-02-26,2023-10-20 03:25:08,Overcast,Wet,Dark - Street Lights On,Y,Y,"5149 Sylvia Underpass Brianashire , PW 46023"
182,REPORT182,STATUS2,ADDRTYPE2,"46843 Holland Glen Apt. 126
Snyderhaven, NC 20773",Cycles,2.0,1.0,0.0,1.0,2,1,0,2023-04-01,2023-03-22 03:25:08,Unknown,Standing Water,Dark - No Street Lights,Y,N,"46843 Holland Glen Apt . 126 Snyderhaven , NC 20773"
183,REPORT183,STATUS3,ADDRTYPE3,"239 Anna Center
Lake Kristie, ND 40925",Rear Ended,2.0,2.0,0.0,1.0,2,0,1,2023-10-24,2023-10-29 03:25:08,Blowing Sand/Dirt,Wet,Dark - No Street Lights,N,Y,"239 Anna Center Lake Kristie , ND 40925"
184,REPORT184,STATUS3,ADDRTYPE3,"08886 King Oval Apt. 095
West Tracyville, WY 41110",Parked Car,1.0,1.0,0.0,3.0,1,1,0,2023-10-29,2023-09-20 03:25:08,Other,Dry,Dawn,Y,Y,"08886 King Oval Apt . 095 West Tracyville , WY 41110"
